campaign_id,codebook_index,probability,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8
UAV-AG-V1,0,0.025000000000000001,1,0,0,0,0,0,0,0
UAV-AG-V1,1,0.025000000000000001,0,1,0,0,0,0,0,0
UAV-AG-V1,2,0.025000000000000001,0,0,1,0,0,0,0,0
UAV-AG-V1,3,0.025000000000000001,0,0,0,1,0,0,0,0
UAV-AG-V1,4,0.025000000000000001,0,0,0,0,1,0,0,0
UAV-AG-V1,5,0.025000000000000001,0,0,0,0,0,1,0,0
UAV-AG-V1,6,0.025000000000000001,0,0,0,0,0,0,1,0
UAV-AG-V1,7,0.025000000000000001,0,0,0,0,0,0,0,1
UAV-AG-V1,8,0.025000000000000001,0.0001737652530581137,5.6325157773080713e-05,0.32093862639607967,0.12459080701141884,0.011878514566371075,0.12846464927248619,0.074947933019471516,0.3389493793233414
UAV-AG-V1,9,0.025000000000000001,0.00030730239377459645,0.014109629428150118,9.8256994544367572e-05,0.010715389145480526,0.4168247076363043,0.40922588734368814,0.00022803127384949881,0.14849079578420832
UAV-AG-V1,10,0.025000000000000001,0.071655141406591405,5.5570337349671809e-05,0.02268528137562616,0.0046974031637537945,1.891158453321899e-08,0.8998961612142975,0.0010104235811006896,9.6963101673803608e-12
UAV-AG-V1,11,0.025000000000000001,0.0324141795258426,0.21226161843510311,0.00068264390409999846,0.015911861618110128,0.029752608133518509,0.004993715478684926,0.011657056164461175,0.69232631674017964
UAV-AG-V1,12,0.025000000000000001,0.19260937188926458,0.081197519827880968,1.228683934283753e-05,0.60292537398423884,0.10461263154962647,5.0546099298105126e-11,2.0032491537021461e-05,0.018622783367563317
UAV-AG-V1,13,0.025000000000000001,0.51399799404435942,0.24988696640929514,0.042428818070579431,1.7369055270286553e-05,2.806259055475313e-05,6.4760700249307009e-05,0.019210467061247308,0.17436556206844436
UAV-AG-V1,14,0.025000000000000001,0.0018096498662952692,0.31779849949848865,0.045941208313468894,0.00025622950677622061,0.0020834183219569625,0.025702910342952308,0.070505400593053727,0.53590268355700788
UAV-AG-V1,15,0.025000000000000001,0.08062971074107371,4.5630817979856167e-05,0.01172751634100388,0.00082983544183238731,0.018096845132221956,0.00034884941326155869,0.88832158553033902,2.6582287724742031e-08
UAV-AG-V1,16,0.025000000000000001,3.1212436205885046e-11,0.33930698246401025,0.00013043687337225353,0.48964562279256091,5.9510794075478891e-08,5.89809201746328e-10,0.087833668891695624,0.083083228846545343
UAV-AG-V1,17,0.025000000000000001,0.02252990140217264,0.97434662303432862,4.5743982518218137e-05,0.0021787453616813452,2.3496548430386262e-05,5.5397302817181651e-06,0.00080869625160746058,6.1253688979575084e-05
UAV-AG-V1,18,0.025000000000000001,0.02862308748845304,0.48045361854010077,0.22520591708684526,0.1251297478208897,0.072224013779714241,0.066514950381002982,5.7191761144723477e-06,0.0018429457268792704
UAV-AG-V1,19,0.025000000000000001,0.025861755937480139,0.47560537721040963,0.034818704212686152,1.8824895020654041e-06,7.4536002418742377e-05,0.43861024377723218,0.020626649405779945,0.0044008509644911185
UAV-AG-V1,20,0.025000000000000001,0.0049269178909084489,0.074763686551662614,0.02321264501908089,0.00022845081098010856,0.058332110006873862,0.040929985401392595,0.71903437071471454,0.078571833604386909
UAV-AG-V1,21,0.025000000000000001,0.00010078640090626264,0.0041206600226348471,0.64254854411509132,0.030668391427205052,0.086380756125985739,1.2902039377384199e-05,0.2361679437563475,1.611245165071588e-08
UAV-AG-V1,22,0.025000000000000001,7.586517391867393e-05,0.013288748270959213,0.0015183206179938229,0.029656339268730125,0.025036131972221275,0.041282707694895816,0.30463358100237359,0.58450830599890757
UAV-AG-V1,23,0.025000000000000001,0.44014187196169091,0.00019426215941132431,2.0718082498492931e-05,0.0015350630875114555,0.18516359184665962,0.37294324860882777,8.3666722557385538e-07,4.0758617464593446e-07
UAV-AG-V1,24,0.025000000000000001,0.0010865701433564175,0.51104904462079503,2.2732348385295834e-11,6.7960775051768648e-06,0.0010163103392421048,0.41474110840369244,0.012090570907748904,0.060009599484927567
UAV-AG-V1,25,0.025000000000000001,0.72567558375923791,0.0085492803205842599,0.027040485880694121,0.0063543386189145092,0.17818162854061395,0.021725056419785699,0.032138140600482416,0.00033548585968705701
UAV-AG-V1,26,0.025000000000000001,0.00015131750550683186,0.0032349434991878943,0.28158886646926046,0.049602673875756426,0.015161003629163094,2.358368508249825e-06,0.65025883665261686,4.1908886770318905e-16
UAV-AG-V1,27,0.025000000000000001,0.51003833013087341,0.0001472849549634284,0.043812032389777864,0.050059842037548666,0.38778412419616781,0.0026797302603957861,6.3725920550070095e-06,0.0054722834382180804
UAV-AG-V1,28,0.025000000000000001,2.7455582829035702e-07,0.0009142064091999583,0.21650100007671533,7.7980473358560756e-08,0.020782177215740733,0.75202095431413041,0.009779981519399062,1.327928512898488e-06
UAV-AG-V1,29,0.025000000000000001,0.18397449919188766,0.0074029974533994652,0.21714053098222447,0.0020996163447433917,9.4410769465920369e-05,0.0012905759123701776,0.47859634186896738,0.10940102747694139
UAV-AG-V1,30,0.025000000000000001,0.090077526370581834,7.4765591755155495e-06,0.0043570851771638584,0.85058409388095058,9.498525865311016e-05,0.011773790775308896,0.0036817881860837188,0.039423253792082585
UAV-AG-V1,31,0.025000000000000001,0.15556898872898789,0.0018331637912299352,0.0028941906793500285,0.076816753092961515,0.16300865136757273,0.21243745298907404,0.38743898503837637,1.8143124474283436e-06
UAV-AG-V1,32,0.025000000000000001,0.12064025006460749,0.013967019652642758,0.0054135189399058172,0.017618308985914714,0.0088194529157654359,0.016721679460072213,0.81397540158013593,0.0028443684009556388
UAV-AG-V1,33,0.025000000000000001,0.031503181415506593,0.0077536630290728605,2.7634300064133648e-09,0.040083851681722259,0.10650658219205299,0.68699045702866501,0.032133415780259134,0.095028846109291201
UAV-AG-V1,34,0.025000000000000001,0.0059639997282552948,0.0011479170642268405,0.018106042329903708,0.3068250158980223,2.6911360485457206e-05,0.49777938853003173,0.14227050541460218,0.027880219674472656
UAV-AG-V1,35,0.025000000000000001,0.011125565972814841,0.42026589456314023,3.8401879982284049e-06,0.0018341020551438554,0.40939171738235869,0.13014443943879214,0.022828364253621412,0.0044060761461305088
UAV-AG-V1,36,0.025000000000000001,0.001217732589861733,0.081150085046060583,0.59416293776822404,0.034721327363871145,0.00018284737374406695,0.00038112559504974701,3.1978776516125466e-07,0.28818362447542334
UAV-AG-V1,37,0.025000000000000001,0.34114168323636912,1.1961182268955404e-05,0.019194744387586952,0.018155057431127792,0.15602394718044296,0.46407837179658906,0.0010282265233806996,0.00036600826223439975
UAV-AG-V1,38,0.025000000000000001,0.00051487552200384621,0.0086068915321154734,0.76681020362018415,0.0089888783097664803,0.14060288628509626,0.00036644671675509607,9.6316568061686778e-05,0.074013501446017149
UAV-AG-V1,39,0.025000000000000001,0.0020074117590382422,0.00048572081122964165,0.070035969483038432,0.88068850235911189,0.0054091573137839384,0.041174618982599893,2.0012211568313149e-05,0.00017860707962966878
